,Week,DistrictName,DistrictCode,DistrictOrganizationId,Status,Model_Elementary,Model_Middle,Model_High,GradeLevels_Remote_Phasein,StudentGroups_Remote_Phasein,Other_Remote_Phasein,Enrollment_Elementary,FullTimeALE_Elementary,OptOut_Elementary,TypicalInPerson_Elementary,Weekly_Elementary,Enrollment_Middle,FullTimeALE_Middle,OptOut_Middle,TypicalInPerson_Middle,Weekly_Middle,Enrollment_High,FullTimeALE_High,OptOut_High,TypicalInPerson_High,Weekly_High,Sum of Enrollment,Sum of OptOut
425,1/25/2021,Kent School District,17415,100117,Complete,100% Remote,100% Remote,100% Remote,,,,13874,0,0,0,0,4057,0,0,0,0,7701,288,0,0,0,25632,0
426,1/25/2021,Kettle Falls School District,33212,100118,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,265,0,45,220,220,226,0,26,200,200,239,0,19,110,220,730,90
427,1/25/2021,Kiona-Benton City School District,3052,100119,Complete,Partial In-Person for All Students,Small Groups + Remote,Small Groups + Remote,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12","English Language Learners,Foster Care,Low Income,Homeless,Migrant,Section 504,Students with Disabilities",,621,0,0,524,524,334,0,0,20,80,388,0,0,8,80,1343,0
428,1/25/2021,Kittitas School District,19403,100120,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,255,0,0,120,235,125,0,0,70,120,200,0,0,100,170,580,0
429,1/25/2021,Klickitat School District,20402,100121,Complete,Phase-In,Small Groups + Remote,Small Groups + Remote,"Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11","Homeless,Section 504,Students with Disabilities,Other - Write In (Required)",No or limited internet,38,0,0,8,8,16,0,0,4,4,18,0,0,5,5,72,0
430,1/25/2021,La Center School District,6101,100122,Complete,Phase-In,Small Groups + Remote,Small Groups + Remote,"Grade K,Grade 1,Grade 2,Grade 3","English Language Learners,Section 504,Students with Disabilities",,650,10,80,170,335,412,0,0,25,25,591,0,0,30,30,1653,80
431,1/25/2021,La Conner School District,29311,100123,Complete,Small Groups + Remote,Small Groups + Remote,100% Remote,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 12","English Language Learners,Foster Care,Low Income,Homeless,Migrant,Section 504,Students with Disabilities",,237,0,0,30,30,142,0,0,6,6,227,0,0,0,10,606,0
432,1/25/2021,LaCrosse School District,38126,100124,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,40,1,1,40,40,19,0,0,19,19,24,1,1,24,24,83,2
433,1/25/2021,Lake Chelan School District,4129,100125,Complete,Phase-In,Phase-In,Phase-In,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12","English Language Learners,Foster Care,Low Income,Homeless,Migrant,Section 504,Students with Disabilities",,516,0,0,479,479,296,0,0,262,262,468,0,0,433,433,1280,0
434,1/25/2021,Lake Quinault School District,14097,100211,Complete,Small Groups + Remote,Small Groups + Remote,100% Remote,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8",Students with Disabilities,,81,0,0,5,15,45,0,0,5,15,51,0,0,0,0,177,0
435,1/25/2021,Lake Stevens School District,31004,100126,Complete,Small Groups + Remote,Small Groups + Remote,Small Groups + Remote,,"English Language Learners,Foster Care,Low Income,Homeless,Section 504,Students with Disabilities",,3947,0,0,219,540,2231,0,0,42,99,2585,0,0,23,35,8763,0
436,1/25/2021,Lake Washington School District,17414,100127,Complete,Small Groups + Remote,Small Groups + Remote,Small Groups + Remote,,Students with Disabilities,,14632,20,0,216,216,7234,17,0,68,68,8567,14,0,73,73,30433,0
437,1/25/2021,Lakewood School District,31306,100128,Complete,Small Groups + Remote,Small Groups + Remote,Small Groups + Remote,,"English Language Learners,Foster Care,Low Income,Homeless,Migrant,Section 504,Students with Disabilities",,1100,0,0,170,170,650,0,0,35,35,650,0,0,50,50,2400,0
438,1/25/2021,Lamont School District,38264,100129,Complete,Not Applicable,Partial In-Person for All Students,Not Applicable,,,,0,0,0,0,0,43,0,6,37,39,0,0,0,0,0,43,6
439,1/25/2021,Liberty School District,32362,100130,Complete,100% Remote,100% Remote,Partial In-Person for All Students,,,,222,0,0,0,0,131,0,0,0,0,172,0,0,97,164,525,0
440,1/25/2021,Lind School District,1158,100131,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,86,0,17,55,60,48,0,10,30,36,50,0,10,33,36,184,37
441,1/25/2021,Longview School District,8122,100132,Complete,Partial In-Person for All Students,Small Groups + Remote,Small Groups + Remote,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12","English Language Learners,Foster Care,Low Income,Homeless,Migrant,Section 504,Students with Disabilities,Other - Write In (Required)",at-risk,2726,0,0,1500,2726,1531,0,0,100,400,1879,0,0,200,700,6136,0
442,1/25/2021,Loon Lake School District,33183,100133,Complete,Typical/Traditional In-Person,Not Applicable,Not Applicable,,,,96,0,5,91,91,0,0,0,0,0,0,0,0,0,0,96,5
443,1/25/2021,Lumen Public School,32903,106257,Complete,Not Applicable,Not Applicable,Partial In-Person for All Students,,,,0,0,0,0,0,0,0,0,0,0,36,0,11,9,25,36,11
444,1/25/2021,Lummi Tribal Agency,37903,105800,Complete,100% Remote,100% Remote,100% Remote,,,,210,0,0,0,0,46,0,0,0,0,128,0,0,0,0,384,0
445,1/25/2021,Lyle School District,20406,100135,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,104,0,21,62,83,49,0,11,26,38,67,0,26,33,41,220,58
446,1/25/2021,Lynden School District,37504,100136,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,1492,0,0,1409,1409,732,0,0,350,699,1048,0,0,407,813,3272,0
447,1/25/2021,Mabton School District,39120,100137,Complete,Small Groups + Remote,Small Groups + Remote,Small Groups + Remote,"Grade 1,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12","English Language Learners,Foster Care,Low Income,Homeless,Migrant,Section 504,Students with Disabilities,Other - Write In (Required)",Low Engagement in Remote,463,0,0,8,8,134,0,0,20,20,225,0,0,61,61,822,0
448,1/25/2021,Mansfield School District,9207,100138,Complete,Small Groups + Remote,Small Groups + Remote,Small Groups + Remote,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12","Low Income,Homeless,Migrant,Section 504,Students with Disabilities",,43,0,0,0,28,22,0,0,0,17,28,0,0,0,17,93,0
449,1/25/2021,Manson School District,4019,100139,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,231,0,14,217,217,164,0,7,157,157,217,0,22,195,195,612,43
450,1/25/2021,Mary M Knight School District,23311,100140,Complete,Partial In-Person for All Students,Small Groups + Remote,Small Groups + Remote,,"Foster Care,Low Income,Homeless,Section 504,Students with Disabilities,Other - Write In (Required)",12th grade-not on track to graduate,78,0,10,56,56,21,0,0,2,2,50,0,0,5,10,149,10
451,1/25/2021,Mary Walker School District,33207,100141,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,155,15,0,72,145,97,15,0,36,70,120,30,10,35,110,372,10
452,1/25/2021,Marysville School District,31025,100142,Complete,Small Groups + Remote,Small Groups + Remote,Small Groups + Remote,,"English Language Learners,Low Income,Homeless,Migrant,Section 504,Students with Disabilities",,4475,10,0,175,350,2430,15,0,120,240,2761,15,0,140,275,9666,0
453,1/25/2021,McCleary School District,14065,100143,Complete,Phase-In,Small Groups + Remote,Not Applicable,"Grade K,Grade 1,Grade 2",Students with Disabilities,,201,0,12,94,94,83,0,0,8,8,0,0,0,0,0,284,12
454,1/25/2021,Mead School District,32354,100144,Complete,Typical/Traditional In-Person,Partial In-Person for All Students,Partial In-Person for All Students,,,,4140,0,0,3238,3238,2513,0,0,980,1960,3466,0,0,1352,2704,10119,0
455,1/25/2021,Medical Lake School District,32326,100145,Complete,Partial In-Person for All Students,Phase-In,Phase-In,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12","English Language Learners,Foster Care,Low Income,Homeless,Section 504,Students with Disabilities,Other - Write In (Required)",Connectivity,804,0,0,730,804,382,0,0,86,86,503,0,0,191,181,1689,0
456,1/25/2021,Mercer Island School District,17400,100146,Complete,Phase-In,Small Groups + Remote,Small Groups + Remote,"Grade K,Grade 1","English Language Learners,Low Income,Students with Disabilities,Other - Write In (Required)",Students struggling to make progress in remote.,1372,0,64,163,364,1021,0,6,30,30,4105,0,11,50,50,6498,81
457,1/25/2021,Meridian School District,37505,100147,Complete,Partial In-Person for All Students,Small Groups + Remote,Small Groups + Remote,,Other - Write In (Required),"BLENDS (Students w/ Autism), Lifeskills",879,0,0,340,680,472,0,0,50,100,393,0,0,55,110,1744,0
458,1/25/2021,Methow Valley School District,24350,100148,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,380,12,80,300,299,107,3,30,37,74,200,0,5,92,195,687,115
459,1/25/2021,Mill A School District,30031,100149,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,30,0,0,30,30,16,0,0,16,16,13,0,0,10,13,59,0
460,1/25/2021,Monroe School District,31103,100150,Complete,Phase-In,Small Groups + Remote,Small Groups + Remote,Grade K,"English Language Learners,Low Income,Homeless,Students with Disabilities",,2426,0,144,381,415,1421,0,66,28,35,1942,0,69,34,45,5789,279
461,1/25/2021,Montesano School District,14066,100151,Complete,Partial In-Person for All Students,Small Groups + Remote,Small Groups + Remote,,"English Language Learners,Homeless,Section 504,Students with Disabilities",,685,0,65,310,620,245,0,0,10,10,428,0,0,10,10,1358,65
462,1/25/2021,Morton School District,21214,100152,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,161,0,19,0,142,53,0,5,0,48,106,0,14,0,92,320,38
463,1/25/2021,Moses Lake School District,13161,100153,Complete,Phase-In,Phase-In,Phase-In,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12",,,3726,0,0,1716,2384,1926,0,0,905,1232,2253,0,0,721,1442,7905,0
464,1/25/2021,Mossyrock School District,21206,100154,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,290,0,0,197,222,97,0,0,82,88,148,0,0,112,115,535,0
465,1/25/2021,Mount Adams School District,39209,100155,Complete,Phase-In,Phase-In,Phase-In,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8",,,471,0,235,230,294,149,0,75,38,150,247,0,124,7,28,867,434
466,1/25/2021,Mount Baker School District,37507,100156,Complete,Partial In-Person for All Students,Small Groups + Remote,Small Groups + Remote,,"English Language Learners,Homeless,Students with Disabilities,Other - Write In (Required)",Struggling Academically,759,126,233,400,400,263,20,223,20,20,481,0,411,35,35,1503,867
467,1/25/2021,Mount Pleasant School District,30029,100157,Complete,Small Groups + Remote,Small Groups + Remote,Not Applicable,,Students with Disabilities,,44,0,6,19,38,21,0,3,15,18,0,0,0,0,0,65,9
468,1/25/2021,Mount Vernon School District,29320,100158,Complete,Small Groups + Remote,Small Groups + Remote,Small Groups + Remote,,"English Language Learners,Foster Care,Low Income,Homeless,Migrant,Section 504,Students with Disabilities,Other - Write In (Required)",Students with limited access to Wifi infrastructure,2779,0,0,263,320,1550,0,0,65,90,2024,0,0,32,32,6353,0
469,1/25/2021,Muckleshoot Indian Tribe,17903,105771,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,298,0,0,84,168,150,0,0,40,80,157,0,0,45,90,605,0
470,1/25/2021,Mukilteo School District,31006,100159,Complete,Small Groups + Remote,Small Groups + Remote,Small Groups + Remote,,"English Language Learners,Students with Disabilities,Other - Write In (Required)",Struggling Students,6528,0,56,86,117,3584,0,0,7,9,5515,0,0,124,502,15627,56
471,1/25/2021,Naches Valley School District,39003,100160,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,373,10,15,160,373,428,8,14,210,428,384,8,0,192,384,1185,29
472,1/25/2021,Napavine School District,21014,100161,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,385,0,72,188,315,146,0,28,65,118,214,1,58,78,156,745,158
473,1/25/2021,Naselle-Grays River Valley School District,25155,100162,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,140,0,0,65,130,47,0,0,23,47,87,0,0,44,75,274,0
474,1/25/2021,Nespelem School District #14,24014,100163,Complete,100% Remote,100% Remote,Not Applicable,,,,85,0,0,1,3,60,0,0,1,2,0,0,0,0,0,145,0
475,1/25/2021,Newport School District,26056,100164,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,337,0,0,168,337,322,0,0,161,322,352,0,0,176,352,1011,0
476,1/25/2021,Nine Mile Falls School District,32325,100165,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,512,0,50,462,462,326,0,33,293,293,415,0,26,389,389,1253,109
477,1/25/2021,Nooksack Valley School District,37506,100166,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,942,0,130,832,832,419,0,59,180,360,460,0,50,205,410,1821,239
478,1/25/2021,North Beach School District,14064,100167,Complete,Phase-In,Small Groups + Remote,Small Groups + Remote,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5","English Language Learners,Section 504,Students with Disabilities,Other - Write In (Required)",Any student who requests based on personal situation,470,0,0,100,100,150,0,0,30,30,150,0,0,30,30,770,0
479,1/25/2021,North Central Educational Service District 171,0,0,Complete,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,1/25/2021,North Franklin School District,11051,100168,Complete,Typical/Traditional In-Person,Partial In-Person for All Students,Partial In-Person for All Students,,,,987,0,0,987,987,309,0,0,154,309,596,0,0,298,596,1892,0
481,1/25/2021,North Kitsap School District,18400,100169,Complete,Partial In-Person for All Students,100% Remote,100% Remote,,,,2300,22,52,893,924,1261,16,0,0,0,1614,43,0,0,0,5175,52
482,1/25/2021,North Mason School District,23403,100170,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Small Groups + Remote,,"English Language Learners,Foster Care,Low Income,Homeless,Section 504,Other - Write In (Required)",lack of connectivity,923,0,94,415,829,498,0,50,224,448,729,0,110,15,30,2150,254
483,1/25/2021,North River School District,25200,100171,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,34,0,6,28,28,15,0,6,9,9,16,0,0,16,16,65,12
484,1/25/2021,North Thurston Public Schools,34003,100172,Complete,Small Groups + Remote,Small Groups + Remote,Small Groups + Remote,,,,6544,0,0,0,623,3502,0,0,0,210,4236,0,0,0,496,14282,0
485,1/25/2021,Northport School District,33211,100173,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,135,79,2,0,66,85,47,3,0,38,50,0,1,0,50,270,6
486,1/25/2021,Northshore School District,17417,100174,Complete,Small Groups + Remote,Small Groups + Remote,Small Groups + Remote,,Students with Disabilities,,10406,0,4,16,16,5353,0,3,5,5,6806,0,15,17,17,22565,22
487,1/25/2021,Oak Harbor School District,15201,100175,Complete,Partial In-Person for All Students,Small Groups + Remote,Small Groups + Remote,,"English Language Learners,Students with Disabilities",,2346,270,364,949,1898,800,146,240,143,285,1436,102,1402,32,32,4582,2006
488,1/25/2021,Oakesdale School District,38324,100176,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,83,0,0,83,83,37,0,0,37,37,53,0,0,51,51,173,0
489,1/25/2021,Oakville School District,14400,100177,Complete,Partial In-Person for All Students,Small Groups + Remote,Small Groups + Remote,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12","Students with Disabilities,Other - Write In (Required)",Students with no internet capability at home,132,0,0,67,108,51,0,0,13,13,79,0,0,32,32,262,0
490,1/25/2021,Ocean Beach School District,25101,100178,Complete,Typical/Traditional In-Person,Partial In-Person for All Students,Small Groups + Remote,"Grade 9,Grade 10,Grade 11,Grade 12","English Language Learners,Foster Care,Homeless,Migrant,Section 504,Students with Disabilities,Other - Write In (Required)",Failing 2 or more classes,414,0,0,300,414,241,0,0,120,241,343,0,0,60,60,998,0
491,1/25/2021,Ocosta School District,14172,100179,Complete,Phase-In,Small Groups + Remote,Small Groups + Remote,Grade K,Students with Disabilities,,315,0,1,40,46,101,0,0,3,3,163,0,0,5,5,579,1
492,1/25/2021,Odessa School District,22105,100180,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,102,0,0,102,102,35,0,0,35,35,72,0,0,72,72,209,0
493,1/25/2021,Office of the Governor (Sch for Blind),0,0,Complete,Not Applicable,Small Groups + Remote,Small Groups + Remote,,"Homeless,Students with Disabilities,Other - Write In (Required)",Students needing additional supports based on spring and fall 2020 data,0,0,0,0,0,19,0,6,7,0,40,0,15,12,12,59,21
494,1/25/2021,Okanogan School District,24105,100181,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,434,0,22,206,412,255,0,19,118,236,300,0,56,122,244,989,97
495,1/25/2021,Olympia School District,34111,100182,Complete,Small Groups + Remote,Small Groups + Remote,Small Groups + Remote,,"English Language Learners,Section 504,Students with Disabilities,Other - Write In (Required)",Preschool; DLC,4752,0,0,121,121,1481,0,0,35,35,3315,0,0,156,156,9548,0
496,1/25/2021,Omak School District,24019,100183,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,3376,2596,240,270,540,2600,2238,120,121,242,2141,1726,61,177,354,8117,421
497,1/25/2021,Onalaska School District,21300,100184,Complete,Typical/Traditional In-Person,Partial In-Person for All Students,Partial In-Person for All Students,,,,372,0,12,360,360,196,0,12,184,184,241,0,15,226,226,809,39
498,1/25/2021,Onion Creek School District,33030,100185,Complete,Partial In-Person for All Students,Partial In-Person for All Students,,,,,29,0,0,29,29,13,0,0,7,7,0,0,0,0,0,42,0
499,1/25/2021,Orcas Island School District,28137,100186,Complete,Phase-In,Small Groups + Remote,Small Groups + Remote,"Grade K,Grade 1,Grade 2","English Language Learners,Students with Disabilities",,344,0,15,65,135,233,0,0,8,35,193,0,0,15,15,770,15
500,1/25/2021,Orchard Prairie School District,32123,100187,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Not Applicable,,,,78,0,2,68,68,0,0,0,8,8,0,0,0,0,0,78,2
501,1/25/2021,Orient School District,10065,100188,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Not Applicable,,,,28,0,5,23,23,14,0,1,13,13,0,0,0,0,0,42,6
502,1/25/2021,Orondo School District,9013,100189,Complete,Partial In-Person for All Students,Small Groups + Remote,Not Applicable,,"English Language Learners,Foster Care,Low Income,Homeless,Migrant,Section 504,Students with Disabilities",,117,0,16,0,95,50,0,8,0,15,0,0,0,0,0,167,24
503,1/25/2021,Oroville School District,24410,100190,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,310,0,0,217,217,90,0,0,63,63,180,0,0,126,126,580,0
504,1/25/2021,Orting School District,27344,100191,Complete,Small Groups + Remote,Small Groups + Remote,Small Groups + Remote,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12","English Language Learners,Low Income,Homeless,Section 504,Students with Disabilities",,1093,0,0,86,114,667,0,0,47,57,873,0,0,55,92,2633,0
505,1/25/2021,Othello School District,1147,100192,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,2446,0,158,2171,2171,758,0,46,716,716,1310,0,79,1241,1241,4514,283
506,1/25/2021,Palisades School District,9102,100193,Complete,Partial In-Person for All Students,Not Applicable,Not Applicable,,,,29,0,1,28,28,0,0,0,0,0,0,0,0,0,0,29,1
507,1/25/2021,Palouse School District,38301,100194,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Partial In-Person for All Students,,,,87,0,12,65,69,60,0,4,56,56,85,0,8,74,77,232,24
508,1/25/2021,Pasco School District,11001,100195,Complete,Partial In-Person for All Students,Small Groups + Remote,Small Groups + Remote,,"English Language Learners,Foster Care,Low Income,Homeless,Migrant,Section 504,Students with Disabilities",,8181,0,0,3979,5225,4485,0,0,23,26,5766,0,0,14,20,18432,0
509,1/25/2021,Pateros School District,24122,100196,Complete,Typical/Traditional In-Person,Partial In-Person for All Students,Partial In-Person for All Students,,,,143,0,4,143,143,60,0,7,30,60,93,0,7,47,93,296,18
510,1/25/2021,Paterson School District,3050,100197,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,,87,0,0,81,81,50,0,0,46,46,0,0,0,0,0,137,0
511,1/25/2021,Pe Ell School District,21301,100198,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,116,0,0,51,102,61,0,0,26,51,79,0,0,38,75,256,0
512,1/25/2021,Peninsula School District,27401,100199,Complete,Phase-In,Small Groups + Remote,Small Groups + Remote,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12","English Language Learners,Foster Care,Low Income,Homeless,Migrant,Section 504,Students with Disabilities,Other - Write In (Required)",K-2 in-person 4 days/week,3480,0,0,1246,1456,1942,0,0,85,121,2796,0,0,102,140,8218,0
513,1/25/2021,Pioneer School District,23402,100200,Complete,Small Groups + Remote,Small Groups + Remote,,"Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8","English Language Learners,Low Income,Homeless,Migrant,Section 504,Students with Disabilities,Other - Write In (Required)",Students with limited technology/internet access,410,0,0,20,47,229,0,0,12,25,0,0,0,0,0,639,0
514,1/25/2021,Pomeroy School District,12110,100201,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,165,0,0,165,165,50,0,0,50,50,95,0,0,95,95,310,0
515,1/25/2021,Port Angeles School District,5121,100202,Complete,Partial In-Person for All Students,Phase-In,Phase-In,"Grade 7,Grade 9,Grade 12",,,1766,503,25,1238,1238,558,160,0,95,95,1032,218,0,310,310,3356,25
516,1/25/2021,Port Townsend School District,16050,100203,Complete,Partial In-Person for All Students,Small Groups + Remote,Small Groups + Remote,,"English Language Learners,Foster Care,Low Income,Homeless,Section 504,Students with Disabilities,Other - Write In (Required)",Low Connectivity,429,0,117,128,256,264,0,12,33,66,420,0,7,53,106,1113,136
517,1/25/2021,Prescott School District,36402,100204,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,120,0,4,58,116,56,0,0,28,56,68,0,0,34,68,244,4
518,1/25/2021,PRIDE Prep Charter School District,32907,105675,Complete,Not Applicable,Partial In-Person for All Students,Partial In-Person for All Students,,,,0,0,0,0,0,351,0,141,210,210,380,0,152,228,228,731,293
519,1/25/2021,Prosser School District,3116,100205,Complete,100% Remote,100% Remote,100% Remote,,,,1100,0,0,1,1,630,0,0,1,1,870,0,0,0,0,2600,0
520,1/25/2021,Pullman School District,38267,100206,Complete,Phase-In,Small Groups + Remote,Small Groups + Remote,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12","English Language Learners,Foster Care,Low Income,Homeless,Section 504,Students with Disabilities,Other - Write In (Required)",preschool - 3rd,1125,0,0,570,627,639,0,0,135,95,781,0,0,65,158,2545,0
521,1/25/2021,Puyallup School District,27003,100207,Complete,Phase-In,Small Groups + Remote,Small Groups + Remote,"Grade K,Grade 1,Grade 2,Grade 3","English Language Learners,Foster Care,Low Income,Homeless,Migrant,Section 504,Students with Disabilities",,12433,0,2340,5152,5152,5415,63,0,450,450,5464,193,0,450,450,23312,2340
522,1/25/2021,Queets-Clearwater School District,16020,100208,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Not Applicable,,,,31,0,5,26,26,12,0,5,7,7,0,0,0,0,0,43,10
523,1/25/2021,Quilcene School District,16048,100209,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Small Groups + Remote,,"English Language Learners,Foster Care,Low Income,Homeless,Section 504,Students with Disabilities,Other - Write In (Required)",Students in danger of not earning credit,430,354,3,72,72,204,159,1,23,46,99,0,74,25,25,733,78
524,1/25/2021,Quileute Tribal School District,5903,105979,Complete,100% Remote,100% Remote,100% Remote,,,,60,0,0,0,0,33,0,0,0,0,41,0,0,0,0,134,0
525,1/25/2021,Quillayute Valley School District,5402,100210,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,346,0,0,260,267,370,0,0,180,184,2600,0,0,80,84,3316,0
526,1/25/2021,Quincy School District,13144,100212,Complete,Partial In-Person for All Students,Phase-In,Phase-In,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5",,,1407,0,0,886,923,726,0,0,21,42,974,0,0,114,121,3107,0
527,1/25/2021,Rainier Prep Charter School District,17908,105732,Complete,Not Applicable,100% Remote,Not Applicable,,,,0,0,0,0,0,343,0,0,0,0,0,0,0,0,0,343,0
528,1/25/2021,Rainier School District,34307,100213,Complete,Small Groups + Remote,Small Groups + Remote,Small Groups + Remote,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12","English Language Learners,Foster Care,Low Income,Homeless,Migrant,Section 504,Students with Disabilities,All Students",,412,0,0,25,100,222,0,0,15,60,217,0,0,20,80,851,0
529,1/25/2021,Rainier Valley Leadership Academy,0,0,Complete,Not Applicable,100% Remote,100% Remote,,,,0,0,0,0,0,94,0,2,0,0,69,0,0,2,2,163,2
530,1/25/2021,Raymond School District,25116,100214,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,225,0,22,203,203,131,0,12,119,119,171,0,24,147,147,527,58
531,1/25/2021,Reardan-Edwall School District,22009,100215,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,295,0,33,259,259,178,0,20,107,158,216,0,21,109,217,689,74
532,1/25/2021,Renton School District,17403,100216,Complete,Small Groups + Remote,100% Remote,Small Groups + Remote,,Students with Disabilities,,7028,59,0,11,11,3641,34,0,0,0,4167,103,0,1,1,14836,0
533,1/25/2021,Republic School District,10309,100217,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,168,0,0,112,112,51,0,0,39,39,102,0,0,75,75,321,0
534,1/25/2021,Richland School District,3400,100218,Complete,Partial In-Person for All Students,Phase-In,Small Groups + Remote,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6","Students with Disabilities,Other - Write In (Required)",Tutoring for struggling students,6161,458,981,5180,5180,3277,208,84,1063,1063,4363,210,20,461,461,13801,1085
