,Week,DistrictName,Model_Elementary,Model_Middle,Model_High,GradeLevels_Remote_Phasein,StudentGroups_Remote_Phasein,Other_Remote_Phasein,Enrollment_Elementary,FullTimeALE_Elementary,OptOut_Elementary,TypicalInPerson_Elementary,Weekly_Elementary,Enrollment_Middle,FullTimeALE_Middle,OptOut_Middle,TypicalInPerson_Middle,Weekly_Middle,Enrollment_High,FullTimeALE_High,OptOut_High,TypicalInPerson_High,Weekly_High,Sum of Enrollment,Sum of OptOut,Rate of OptOut,OrganizationLevel,County,All Students,Female,Gender X,Male,American Indian/ Alaskan Native,Asian,Black/ African American,Hispanic/ Latino of any race(s),Native Hawaiian/ Other Pacific Islander,Two or More Races,White,English Language Learners,Highly Capable,Homeless,Low-Income,Migrant,Military Parent,Mobile,Section 504,Students with Disabilities,Non-English Language Learners,Non-Highly Capable,Non-Homeless,Non-Low Income,Non Migrant,Non Military Parent,Non Mobile,Non Section 504,Students without Disabilities,Percent Low-income,Percent Non-Low Income,Percent Homeless,Percent Non-Homeless
680,3/15/2021,Conway School District,Partial In-Person for All Students,Partial In-Person for All Students,Not Applicable,,,,281,0,37,120,235,164,0,13,130,151,0,0,0,0,0,445,50,0.11,District,Skagit,471,230,0,241,1,4,7,62,0,0,397,16,0,9,88,19,0,12,20,49,455,471,462,383,452,471,459,451,422,0.19,0.81,0.02,0.98
681,3/22/2021,Conway School District,Partial In-Person for All Students,Partial In-Person for All Students,Not Applicable,,,,282,0,37,122,237,164,0,13,130,151,0,0,0,0,0,446,50,0.11,District,Skagit,471,230,0,241,1,4,7,62,0,0,397,16,0,9,88,19,0,12,20,49,455,471,462,383,452,471,459,451,422,0.19,0.81,0.02,0.98
682,3/29/2021,Conway School District,Partial In-Person for All Students,Partial In-Person for All Students,Not Applicable,,,,282,0,37,122,237,164,0,13,130,151,0,0,0,0,0,446,50,0.11,District,Skagit,471,230,0,241,1,4,7,62,0,0,397,16,0,9,88,19,0,12,20,49,455,471,462,383,452,471,459,451,422,0.19,0.81,0.02,0.98
683,4/12/2021,Conway School District,Partial In-Person for All Students,Partial In-Person for All Students,Not Applicable,,,,282,0,37,122,237,164,0,13,130,151,0,0,0,0,0,446,50,0.11,District,Skagit,471,230,0,241,1,4,7,62,0,0,397,16,0,9,88,19,0,12,20,49,455,471,462,383,452,471,459,451,422,0.19,0.81,0.02,0.98
684,4/19/2021,Conway School District,Partial In-Person for All Students,Partial In-Person for All Students,Not Applicable,,,,282,0,37,123,238,164,0,13,130,151,0,0,0,0,0,446,50,0.11,District,Skagit,471,230,0,241,1,4,7,62,0,0,397,16,0,9,88,19,0,12,20,49,455,471,462,383,452,471,459,451,422,0.19,0.81,0.02,0.98
685,4/26/2021,Conway School District,Partial In-Person for All Students,Partial In-Person for All Students,Not Applicable,,,,278,0,36,266,266,156,0,12,156,156,0,0,0,0,0,434,48,0.11,District,Skagit,471,230,0,241,1,4,7,62,0,0,397,16,0,9,88,19,0,12,20,49,455,471,462,383,452,471,459,451,422,0.19,0.81,0.02,0.98
686,5/10/2021,Conway School District,Partial In-Person for All Students,Partial In-Person for All Students,Not Applicable,,,,278,0,36,266,266,156,0,12,156,156,0,0,0,0,0,434,48,0.11,District,Skagit,471,230,0,241,1,4,7,62,0,0,397,16,0,9,88,19,0,12,20,49,455,471,462,383,452,471,459,451,422,0.19,0.81,0.02,0.98
687,5/17/2021,Conway School District,Partial In-Person for All Students,Partial In-Person for All Students,Not Applicable,,,,278,0,36,266,266,156,0,12,156,156,0,0,0,0,0,434,48,0.11,District,Skagit,471,230,0,241,1,4,7,62,0,0,397,16,0,9,88,19,0,12,20,49,455,471,462,383,452,471,459,451,422,0.19,0.81,0.02,0.98
688,5/31/2021,Conway School District,Partial In-Person for All Students,Partial In-Person for All Students,Not Applicable,,,,277,0,31,247,247,167,0,14,153,153,0,0,0,0,0,444,45,0.1,District,Skagit,471,230,0,241,1,4,7,62,0,0,397,16,0,9,88,19,0,12,20,49,455,471,462,383,452,471,459,451,422,0.19,0.81,0.02,0.98
689,1/18/2021,Cosmopolis School District,Phase-In,,,"Grade K,Grade 1,Grade 2","English Language Learners,Foster Care,Low Income,Homeless,Section 504,Students with Disabilities",,176,0,0,69,69,0,0,0,0,0,0,0,0,0,0,176,0,0,District,Grays Harbor,175,105,0,70,3,3,0,12,0,12,145,3,1,4,71,2,5,2,5,24,172,174,171,104,173,170,173,170,151,0.41,0.59,0.02,0.98
690,1/25/2021,Cosmopolis School District,Phase-In,Not Applicable,Not Applicable,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6",,,162,0,37,125,125,0,0,0,0,0,0,0,0,0,0,162,37,0.23,District,Grays Harbor,175,105,0,70,3,3,0,12,0,12,145,3,1,4,71,2,5,2,5,24,172,174,171,104,173,170,173,170,151,0.41,0.59,0.02,0.98
691,2/1/2021,Cosmopolis School District,Partial In-Person for All Students,Not Applicable,Not Applicable,,,,162,0,37,125,125,0,0,0,0,0,0,0,0,0,0,162,37,0.23,District,Grays Harbor,175,105,0,70,3,3,0,12,0,12,145,3,1,4,71,2,5,2,5,24,172,174,171,104,173,170,173,170,151,0.41,0.59,0.02,0.98
692,2/8/2021,Cosmopolis School District,Partial In-Person for All Students,Not Applicable,Not Applicable,,,,162,0,37,125,125,0,0,0,0,0,0,0,0,0,0,162,37,0.23,District,Grays Harbor,175,105,0,70,3,3,0,12,0,12,145,3,1,4,71,2,5,2,5,24,172,174,171,104,173,170,173,170,151,0.41,0.59,0.02,0.98
693,2/15/2021,Cosmopolis School District,Partial In-Person for All Students,Not Applicable,Not Applicable,,,,162,0,37,125,125,0,0,0,0,0,0,0,0,0,0,162,37,0.23,District,Grays Harbor,175,105,0,70,3,3,0,12,0,12,145,3,1,4,71,2,5,2,5,24,172,174,171,104,173,170,173,170,151,0.41,0.59,0.02,0.98
694,2/22/2021,Cosmopolis School District,Partial In-Person for All Students,Not Applicable,Not Applicable,,,,163,0,35,128,128,0,0,0,0,0,0,0,0,0,0,163,35,0.22,District,Grays Harbor,175,105,0,70,3,3,0,12,0,12,145,3,1,4,71,2,5,2,5,24,172,174,171,104,173,170,173,170,151,0.41,0.59,0.02,0.98
695,3/1/2021,Cosmopolis School District,Partial In-Person for All Students,Not Applicable,Not Applicable,,,,164,0,16,148,148,0,0,0,0,0,0,0,0,0,0,164,16,0.1,District,Grays Harbor,175,105,0,70,3,3,0,12,0,12,145,3,1,4,71,2,5,2,5,24,172,174,171,104,173,170,173,170,151,0.41,0.59,0.02,0.98
696,3/8/2021,Cosmopolis School District,Typical/Traditional In-Person,Not Applicable,Not Applicable,,,,163,0,6,157,157,0,0,0,0,0,0,0,0,0,0,163,6,0.04,District,Grays Harbor,175,105,0,70,3,3,0,12,0,12,145,3,1,4,71,2,5,2,5,24,172,174,171,104,173,170,173,170,151,0.41,0.59,0.02,0.98
697,3/15/2021,Cosmopolis School District,Typical/Traditional In-Person,Not Applicable,Not Applicable,,,,164,0,4,160,160,0,0,0,0,0,0,0,0,0,0,164,4,0.02,District,Grays Harbor,175,105,0,70,3,3,0,12,0,12,145,3,1,4,71,2,5,2,5,24,172,174,171,104,173,170,173,170,151,0.41,0.59,0.02,0.98
698,3/22/2021,Cosmopolis School District,Typical/Traditional In-Person,Not Applicable,Not Applicable,,,,165,0,3,162,162,0,0,0,0,0,0,0,0,0,0,165,3,0.02,District,Grays Harbor,175,105,0,70,3,3,0,12,0,12,145,3,1,4,71,2,5,2,5,24,172,174,171,104,173,170,173,170,151,0.41,0.59,0.02,0.98
699,3/29/2021,Cosmopolis School District,Typical/Traditional In-Person,Not Applicable,Not Applicable,,,,165,0,2,163,163,0,0,0,0,0,0,0,0,0,0,165,2,0.01,District,Grays Harbor,175,105,0,70,3,3,0,12,0,12,145,3,1,4,71,2,5,2,5,24,172,174,171,104,173,170,173,170,151,0.41,0.59,0.02,0.98
700,4/12/2021,Cosmopolis School District,Typical/Traditional In-Person,Not Applicable,Not Applicable,,,,165,0,2,163,163,0,0,0,0,0,0,0,0,0,0,165,2,0.01,District,Grays Harbor,175,105,0,70,3,3,0,12,0,12,145,3,1,4,71,2,5,2,5,24,172,174,171,104,173,170,173,170,151,0.41,0.59,0.02,0.98
701,5/24/2021,Cosmopolis School District,Typical/Traditional In-Person,Not Applicable,Not Applicable,,,,165,0,2,163,163,0,0,0,0,0,0,0,0,0,0,165,2,0.01,District,Grays Harbor,175,105,0,70,3,3,0,12,0,12,145,3,1,4,71,2,5,2,5,24,172,174,171,104,173,170,173,170,151,0.41,0.59,0.02,0.98
702,5/31/2021,Cosmopolis School District,Typical/Traditional In-Person,Not Applicable,Not Applicable,,,,165,0,2,163,163,0,0,0,0,0,0,0,0,0,0,165,2,0.01,District,Grays Harbor,175,105,0,70,3,3,0,12,0,12,145,3,1,4,71,2,5,2,5,24,172,174,171,104,173,170,173,170,151,0.41,0.59,0.02,0.98
703,1/18/2021,Coulee-Hartline School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,85,0,0,85,85,49,0,0,49,49,71,0,0,71,71,205,0,0,District,Grant,180,82,6,92,1,0,3,5,0,0,171,0,3,1,86,0,0,3,0,18,180,177,179,94,180,180,177,180,162,0.48,0.52,0.01,0.99
704,1/25/2021,Coulee-Hartline School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,85,0,0,85,85,49,0,0,49,49,71,0,0,71,71,205,0,0,District,Grant,180,82,6,92,1,0,3,5,0,0,171,0,3,1,86,0,0,3,0,18,180,177,179,94,180,180,177,180,162,0.48,0.52,0.01,0.99
705,2/15/2021,Coulee-Hartline School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,81,0,1,80,80,49,0,0,49,49,71,0,2,69,69,201,3,0.02,District,Grant,180,82,6,92,1,0,3,5,0,0,171,0,3,1,86,0,0,3,0,18,180,177,179,94,180,180,177,180,162,0.48,0.52,0.01,0.99
706,2/22/2021,Coulee-Hartline School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,81,0,1,80,80,49,0,0,49,49,71,0,2,69,69,201,3,0.02,District,Grant,180,82,6,92,1,0,3,5,0,0,171,0,3,1,86,0,0,3,0,18,180,177,179,94,180,180,177,180,162,0.48,0.52,0.01,0.99
707,3/1/2021,Coulee-Hartline School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,81,0,1,80,80,49,0,0,49,49,71,0,2,69,69,201,3,0.02,District,Grant,180,82,6,92,1,0,3,5,0,0,171,0,3,1,86,0,0,3,0,18,180,177,179,94,180,180,177,180,162,0.48,0.52,0.01,0.99
708,3/8/2021,Coulee-Hartline School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,81,0,1,80,80,49,0,0,49,49,71,0,2,69,69,201,3,0.02,District,Grant,180,82,6,92,1,0,3,5,0,0,171,0,3,1,86,0,0,3,0,18,180,177,179,94,180,180,177,180,162,0.48,0.52,0.01,0.99
709,3/22/2021,Coulee-Hartline School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,83,0,2,81,81,47,0,0,47,47,71,0,2,69,69,201,4,0.02,District,Grant,180,82,6,92,1,0,3,5,0,0,171,0,3,1,86,0,0,3,0,18,180,177,179,94,180,180,177,180,162,0.48,0.52,0.01,0.99
710,3/29/2021,Coulee-Hartline School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,83,0,2,81,81,47,0,0,47,47,71,0,2,69,69,201,4,0.02,District,Grant,180,82,6,92,1,0,3,5,0,0,171,0,3,1,86,0,0,3,0,18,180,177,179,94,180,180,177,180,162,0.48,0.52,0.01,0.99
711,4/12/2021,Coulee-Hartline School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,83,0,2,81,81,47,0,0,47,47,71,0,2,69,69,201,4,0.02,District,Grant,180,82,6,92,1,0,3,5,0,0,171,0,3,1,86,0,0,3,0,18,180,177,179,94,180,180,177,180,162,0.48,0.52,0.01,0.99
712,4/19/2021,Coulee-Hartline School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,83,0,2,81,81,47,0,0,47,47,71,0,2,69,69,201,4,0.02,District,Grant,180,82,6,92,1,0,3,5,0,0,171,0,3,1,86,0,0,3,0,18,180,177,179,94,180,180,177,180,162,0.48,0.52,0.01,0.99
713,4/26/2021,Coulee-Hartline School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,83,0,2,81,81,47,0,0,47,47,71,0,2,69,69,201,4,0.02,District,Grant,180,82,6,92,1,0,3,5,0,0,171,0,3,1,86,0,0,3,0,18,180,177,179,94,180,180,177,180,162,0.48,0.52,0.01,0.99
714,5/3/2021,Coulee-Hartline School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,83,0,2,81,81,47,0,0,47,47,71,0,2,69,69,201,4,0.02,District,Grant,180,82,6,92,1,0,3,5,0,0,171,0,3,1,86,0,0,3,0,18,180,177,179,94,180,180,177,180,162,0.48,0.52,0.01,0.99
715,5/10/2021,Coulee-Hartline School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,83,0,2,81,81,47,0,0,47,47,71,0,2,69,69,201,4,0.02,District,Grant,180,82,6,92,1,0,3,5,0,0,171,0,3,1,86,0,0,3,0,18,180,177,179,94,180,180,177,180,162,0.48,0.52,0.01,0.99
716,5/17/2021,Coulee-Hartline School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,83,0,2,81,81,47,0,0,47,47,71,0,2,69,69,201,4,0.02,District,Grant,180,82,6,92,1,0,3,5,0,0,171,0,3,1,86,0,0,3,0,18,180,177,179,94,180,180,177,180,162,0.48,0.52,0.01,0.99
717,5/24/2021,Coulee-Hartline School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,83,0,2,81,81,47,0,0,47,47,71,0,2,69,69,201,4,0.02,District,Grant,180,82,6,92,1,0,3,5,0,0,171,0,3,1,86,0,0,3,0,18,180,177,179,94,180,180,177,180,162,0.48,0.52,0.01,0.99
718,5/31/2021,Coulee-Hartline School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,83,0,2,81,81,47,0,0,47,47,71,0,2,69,69,201,4,0.02,District,Grant,180,82,6,92,1,0,3,5,0,0,171,0,3,1,86,0,0,3,0,18,180,177,179,94,180,180,177,180,162,0.48,0.52,0.01,0.99
719,1/18/2021,Coupeville School District,Small Groups + Remote,Small Groups + Remote,Small Groups + Remote,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12","English Language Learners,Foster Care,Low Income,Homeless,Migrant,Students with Disabilities",,430,0,0,40,90,200,0,0,15,25,300,0,0,15,30,930,0,0,District,Island,987,518,1,468,2,8,11,155,2,115,693,31,30,54,332,12,128,31,29,149,956,957,933,655,975,859,956,958,838,0.34,0.66,0.05,0.95
720,1/25/2021,Coupeville School District,Phase-In,Small Groups + Remote,Small Groups + Remote,Grade K,"English Language Learners,Foster Care,Low Income,Homeless,Migrant,Students with Disabilities",,430,0,0,40,90,200,0,0,20,30,300,0,0,20,30,930,0,0,District,Island,987,518,1,468,2,8,11,155,2,115,693,31,30,54,332,12,128,31,29,149,956,957,933,655,975,859,956,958,838,0.34,0.66,0.05,0.95
721,2/8/2021,Coupeville School District,Phase-In,Small Groups + Remote,Small Groups + Remote,"Grade K,Grade 1,Grade 2","English Language Learners,Foster Care,Low Income,Homeless,Migrant,Students with Disabilities",,430,0,80,200,220,200,0,0,20,30,300,0,0,15,30,930,80,0.09,District,Island,987,518,1,468,2,8,11,155,2,115,693,31,30,54,332,12,128,31,29,149,956,957,933,655,975,859,956,958,838,0.34,0.66,0.05,0.95
722,2/15/2021,Coupeville School District,Phase-In,Small Groups + Remote,Small Groups + Remote,"Grade K,Grade 1,Grade 2","English Language Learners,Foster Care,Low Income,Homeless,Migrant,Students with Disabilities",,430,0,80,200,220,200,0,0,20,30,300,0,0,15,30,930,80,0.09,District,Island,987,518,1,468,2,8,11,155,2,115,693,31,30,54,332,12,128,31,29,149,956,957,933,655,975,859,956,958,838,0.34,0.66,0.05,0.95
723,2/22/2021,Coupeville School District,Partial In-Person for All Students,Small Groups + Remote,Small Groups + Remote,,"English Language Learners,Foster Care,Low Income,Homeless,Migrant,Students with Disabilities",,446,0,109,337,337,200,0,0,20,30,300,0,0,20,30,946,109,0.12,District,Island,987,518,1,468,2,8,11,155,2,115,693,31,30,54,332,12,128,31,29,149,956,957,933,655,975,859,956,958,838,0.34,0.66,0.05,0.95
724,3/1/2021,Coupeville School District,Partial In-Person for All Students,Small Groups + Remote,Small Groups + Remote,,"English Language Learners,Foster Care,Low Income,Homeless,Migrant,Students with Disabilities",,446,0,109,337,337,200,0,0,20,30,300,0,0,20,30,946,109,0.12,District,Island,987,518,1,468,2,8,11,155,2,115,693,31,30,54,332,12,128,31,29,149,956,957,933,655,975,859,956,958,838,0.34,0.66,0.05,0.95
725,3/8/2021,Coupeville School District,Partial In-Person for All Students,Partial In-Person for All Students,Small Groups + Remote,,"English Language Learners,Foster Care,Low Income,Homeless,Migrant,Students with Disabilities",,446,0,109,337,337,208,0,62,79,146,265,0,0,20,30,919,171,0.19,District,Island,987,518,1,468,2,8,11,155,2,115,693,31,30,54,332,12,128,31,29,149,956,957,933,655,975,859,956,958,838,0.34,0.66,0.05,0.95
726,3/22/2021,Coupeville School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,446,0,109,337,337,208,0,62,79,146,278,0,127,81,151,932,298,0.32,District,Island,987,518,1,468,2,8,11,155,2,115,693,31,30,54,332,12,128,31,29,149,956,957,933,655,975,859,956,958,838,0.34,0.66,0.05,0.95
727,3/29/2021,Coupeville School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,446,0,109,337,337,208,0,62,79,146,278,0,127,81,151,932,298,0.32,District,Island,987,518,1,468,2,8,11,155,2,115,693,31,30,54,332,12,128,31,29,149,956,957,933,655,975,859,956,958,838,0.34,0.66,0.05,0.95
728,4/12/2021,Coupeville School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,446,0,109,337,337,206,0,37,85,169,265,0,96,85,169,917,242,0.26,District,Island,987,518,1,468,2,8,11,155,2,115,693,31,30,54,332,12,128,31,29,149,956,957,933,655,975,859,956,958,838,0.34,0.66,0.05,0.95
729,4/19/2021,Coupeville School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,446,0,109,337,337,206,0,37,85,169,265,0,96,85,169,917,242,0.26,District,Island,987,518,1,468,2,8,11,155,2,115,693,31,30,54,332,12,128,31,29,149,956,957,933,655,975,859,956,958,838,0.34,0.66,0.05,0.95
730,4/26/2021,Coupeville School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,446,0,109,337,337,206,0,37,85,169,265,0,96,85,169,917,242,0.26,District,Island,987,518,1,468,2,8,11,155,2,115,693,31,30,54,332,12,128,31,29,149,956,957,933,655,975,859,956,958,838,0.34,0.66,0.05,0.95
731,5/3/2021,Coupeville School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,446,0,109,337,337,206,0,37,85,169,265,0,96,85,169,917,242,0.26,District,Island,987,518,1,468,2,8,11,155,2,115,693,31,30,54,332,12,128,31,29,149,956,957,933,655,975,859,956,958,838,0.34,0.66,0.05,0.95
732,5/10/2021,Coupeville School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,446,0,109,337,337,206,0,37,85,169,265,0,96,85,169,917,242,0.26,District,Island,987,518,1,468,2,8,11,155,2,115,693,31,30,54,332,12,128,31,29,149,956,957,933,655,975,859,956,958,838,0.34,0.66,0.05,0.95
733,5/17/2021,Coupeville School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,446,0,109,337,337,206,0,37,85,169,265,0,96,85,169,917,242,0.26,District,Island,987,518,1,468,2,8,11,155,2,115,693,31,30,54,332,12,128,31,29,149,956,957,933,655,975,859,956,958,838,0.34,0.66,0.05,0.95
734,5/24/2021,Coupeville School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,446,0,109,337,337,206,0,37,85,169,265,0,96,85,169,917,242,0.26,District,Island,987,518,1,468,2,8,11,155,2,115,693,31,30,54,332,12,128,31,29,149,956,957,933,655,975,859,956,958,838,0.34,0.66,0.05,0.95
735,5/31/2021,Coupeville School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,446,0,109,337,337,206,0,37,85,169,265,0,96,85,169,917,242,0.26,District,Island,987,518,1,468,2,8,11,155,2,115,693,31,30,54,332,12,128,31,29,149,956,957,933,655,975,859,956,958,838,0.34,0.66,0.05,0.95
736,1/18/2021,Crescent School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,66,0,0,54,54,47,0,0,41,41,58,0,0,44,44,171,0,0,District,Clallam,329,158,5,166,17,4,0,20,0,28,260,0,0,0,183,0,0,20,5,35,329,329,329,146,329,329,309,324,294,0.56,0.44,0,1
737,1/25/2021,Crescent School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,66,0,0,54,54,47,0,0,41,41,58,0,0,44,44,171,0,0,District,Clallam,329,158,5,166,17,4,0,20,0,28,260,0,0,0,183,0,0,20,5,35,329,329,329,146,329,329,309,324,294,0.56,0.44,0,1
738,2/1/2021,Crescent School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,175,98,7,79,74,80,25,5,48,48,66,0,12,30,54,321,24,0.08,District,Clallam,329,158,5,166,17,4,0,20,0,28,260,0,0,0,183,0,0,20,5,35,329,329,329,146,329,329,309,324,294,0.56,0.44,0,1
739,2/8/2021,Crescent School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,175,98,7,79,74,80,25,5,48,48,66,0,12,30,54,321,24,0.08,District,Clallam,329,158,5,166,17,4,0,20,0,28,260,0,0,0,183,0,0,20,5,35,329,329,329,146,329,329,309,324,294,0.56,0.44,0,1
740,2/15/2021,Crescent School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,175,98,8,79,74,80,25,3,50,50,66,0,12,30,54,321,23,0.07,District,Clallam,329,158,5,166,17,4,0,20,0,28,260,0,0,0,183,0,0,20,5,35,329,329,329,146,329,329,309,324,294,0.56,0.44,0,1
741,2/22/2021,Crescent School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,175,98,4,77,77,80,25,6,49,50,66,0,10,55,55,321,20,0.06,District,Clallam,329,158,5,166,17,4,0,20,0,28,260,0,0,0,183,0,0,20,5,35,329,329,329,146,329,329,309,324,294,0.56,0.44,0,1
742,3/1/2021,Crescent School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,175,98,4,77,77,80,25,6,49,50,66,0,10,55,55,321,20,0.06,District,Clallam,329,158,5,166,17,4,0,20,0,28,260,0,0,0,183,0,0,20,5,35,329,329,329,146,329,329,309,324,294,0.56,0.44,0,1
743,3/8/2021,Crescent School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,179,98,4,77,77,81,26,6,49,50,64,0,10,55,55,324,20,0.06,District,Clallam,329,158,5,166,17,4,0,20,0,28,260,0,0,0,183,0,0,20,5,35,329,329,329,146,329,329,309,324,294,0.56,0.44,0,1
744,3/15/2021,Crescent School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,179,98,4,77,77,81,26,6,49,50,64,0,10,55,55,324,20,0.06,District,Clallam,329,158,5,166,17,4,0,20,0,28,260,0,0,0,183,0,0,20,5,35,329,329,329,146,329,329,309,324,294,0.56,0.44,0,1
745,3/22/2021,Crescent School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,179,98,4,77,77,81,26,6,49,50,64,0,10,55,55,324,20,0.06,District,Clallam,329,158,5,166,17,4,0,20,0,28,260,0,0,0,183,0,0,20,5,35,329,329,329,146,329,329,309,324,294,0.56,0.44,0,1
746,3/29/2021,Crescent School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,179,98,4,77,77,81,26,6,49,50,64,0,10,55,55,324,20,0.06,District,Clallam,329,158,5,166,17,4,0,20,0,28,260,0,0,0,183,0,0,20,5,35,329,329,329,146,329,329,309,324,294,0.56,0.44,0,1
747,4/19/2021,Crescent School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,178,97,4,77,77,81,26,6,49,50,64,0,10,55,55,323,20,0.06,District,Clallam,329,158,5,166,17,4,0,20,0,28,260,0,0,0,183,0,0,20,5,35,329,329,329,146,329,329,309,324,294,0.56,0.44,0,1
748,5/3/2021,Crescent School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,178,97,4,77,77,81,26,6,49,50,64,0,10,55,55,323,20,0.06,District,Clallam,329,158,5,166,17,4,0,20,0,28,260,0,0,0,183,0,0,20,5,35,329,329,329,146,329,329,309,324,294,0.56,0.44,0,1
749,5/10/2021,Crescent School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,178,97,4,77,77,81,26,6,49,50,64,0,10,55,55,323,20,0.06,District,Clallam,329,158,5,166,17,4,0,20,0,28,260,0,0,0,183,0,0,20,5,35,329,329,329,146,329,329,309,324,294,0.56,0.44,0,1
750,5/17/2021,Crescent School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,178,97,4,77,77,81,26,6,49,50,64,0,10,55,55,323,20,0.06,District,Clallam,329,158,5,166,17,4,0,20,0,28,260,0,0,0,183,0,0,20,5,35,329,329,329,146,329,329,309,324,294,0.56,0.44,0,1
751,5/31/2021,Crescent School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,178,97,4,77,77,81,26,6,49,50,64,0,10,55,55,323,20,0.06,District,Clallam,329,158,5,166,17,4,0,20,0,28,260,0,0,0,183,0,0,20,5,35,329,329,329,146,329,329,309,324,294,0.56,0.44,0,1
752,1/18/2021,Creston School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,40,0,0,37,37,13,0,0,13,13,30,0,0,23,23,83,0,0,District,Lincoln,80,35,0,45,2,0,0,4,0,7,67,0,0,0,33,2,0,3,1,18,80,80,80,47,78,80,77,79,62,0.41,0.59,0,1
753,1/25/2021,Creston School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,39,0,2,37,37,20,0,1,19,19,30,0,7,23,23,89,10,0.11,District,Lincoln,80,35,0,45,2,0,0,4,0,7,67,0,0,0,33,2,0,3,1,18,80,80,80,47,78,80,77,79,62,0.41,0.59,0,1
754,2/8/2021,Creston School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,40,0,2,38,38,15,0,0,15,15,32,0,6,26,26,87,8,0.09,District,Lincoln,80,35,0,45,2,0,0,4,0,7,67,0,0,0,33,2,0,3,1,18,80,80,80,47,78,80,77,79,62,0.41,0.59,0,1
